volume,nr_RG,nr_suffix,header_no_tags,regest_no_tags,id_RG_all
7,2477,1,,"Abba. etc. monasterium monialis in Muntzinseberge prope opidum ordo sancti Benedicti Halberstadensis diocesis : supplicatio Frederico marchione Brandenburgensis, Frederico duce Saxonie Sacrum Romanum Imperium electore et Wilhelmo duce Brunswic. et Luneborg. de constitutus die ostendendis reliquiis scrinei eburnei et relaxatio 10 annus 12 maius 1457 S 499 213vs., V 462 308vss.",10702477-1
7,2487,0,Regalis Lutter,,10702487-0
7,2487,1,,Abb. etc. monasterium sancti Petri et Pauli ordo sancti Benedicti Halberstadensis diocesis : de relaxatio 7 annus et licentia audiendi confessiones 5 iulius 1457 S 502 53rs.,10702487-1
7,2487,2,,"Abb. etc. monasterium sancti Petri et Pauli ordo sancti Benedicti Halberstadensis diocesis : dantur iudices qui cum olim nobilis Wernerus de Aluensleue dominus castri Gardelege extra muros opidum Gardelege piscinam in villa Boiczendorp desolata Halberstadensis diocesis de consensu Frederici senior et iunior marchionum Brandenburgensis necnon consulatus dictus opidum instauraret et terras monasterium monialis in Niendorpe ordo et diocesis predictarum inundasset et postea ius suum sibi donaret, causam inter se et consulatum dictus opidum ratione agrorum hospitale sanctus Spiritus inundatorum decidant 11 iulius 1458 L 531 49r-50v.",10702487-2
7,2510,0,Rokelitze,,10702510-0
7,2510,1,,Par. ecclesia sancti Laurencii Halberstadensis diocesis : supplicatio Friderico marchione Brandenburgensis relaxatio 7 annus 7 maius 1457 V 460 73vss.,10702510-1
8,324,0,Aschersleven Asscherleven.,,10800324-0
8,324,1,,"Prep. etc. monasterium monialis beatus Marie ordo sancti Benedicti prope et extra muros opidum A. Halberstadensis diocesis cui parochialis ecclesia sancti Stephani intra dictus muros cuius ecclesia rector et pastor idem prepositus existere est annexa : de confirmatio fraternitatem Corp. Cristi presbiter capellanus, vicarius, altaristas et terminarios ipsius ecclesia cum nonnullis utrius sexus opidanus dictus opidum institutio cum indulgentia 3 annus et licentia celebrare etiam tempus interdictum 4. november 1458 S 514 164rs., V 498 128vs.",10800324-1
8,547,0,"Brunswic. Brunßwic., Brunswicen.",,10800547-0
8,547,1,,"Prep. etc. ecclesia sancti Ciriaci extra muros B. Hildesemensis diocesis : de conservatoria 23. iunius 60 S 531 248r, 20. november 60 L 548A 24r. Abb. etc. monasterium sanctus Egidii Romana Ecclesia immediatus subiecti B. Halberstadensis diocesis : de indulgentia et confirmatio quod scolaris secularis processiones ac stationes in monasterium et extra legere et cantare valere quibus usi sunt ultra 200 annus 23. augustus 59 S 522 107vs., sine dato I 328 91v. Proconsules, consules et universitas opidum B. Halberstadensis et Hildesemensis diocesis quibus Bonifacius IX. , Sigismundus Romanorum Imperator tunc Romanorum Rex et Martinus V. concedere ut extra dictus opidum ad aliqua iudicia trahi non possint : conservatoria 26. ianuarius 1464 V 512 41v-43r.",10800547-1
8,1132,0,Veesaer,,10801132-0
8,1132,1,,Capel. sanctus Crucis in opidum V. Misnensis diocesis : supplicare duce Saxonie de indulgentia 20. december 1463 S 570 246vs.,10801132-1
8,2974,0,Johannesabb. etc. monasterium <sanctus Nicolai > in Grunenhain Grunenhayn ordo Cisterciensium Nuemburgensis diocesis,,10802974-0
8,2974,1,,"de confirmatio et extensio indulgentia a Bonifatio [.] parochialis ecclesia sancti Nicolai prope dictus monasterium concedere ad 20 annus, fiat de nova indulgentia 7 annus 30. iunius 1460 S 531 251vs., V 504 58vss.",10802974-1
8,4104,0,Manszfelt,,10804104-0
8,4104,1,,Par. ecclesia capella sive plebanus nuncupatus beatus Marie virgo et sanctus Georgii martir castri M. Halberstadensis diocesis : supplicatio Gunthero comes in Manszfelt presens in Romana curia de indulgentia 28. maius 1464 S 574 94rs.,10804104-1
8,4669,0,Nuemburgensis,,10804669-0
8,4669,1,,"Prep. etc. ecclesia N. : de conservator perpetuus, fiat ad 20 annus 24. martius 1461 S 537 226r.",10804669-1
8,4669,2,,"Prep. etc. ecclesia N. de statuendo quod in dictus ecclesia nullus ad canonicatus et prebenda ac dignitas recipere possit nisi de legitimus matrimonium 24. martius 61 S 537 226rs. Abb. etc. monasterium sanctus Thome martir N. [diocesis?] : confirmatio sententia laudi, sine dato I 329 149v. Fraternitas presbiter et clericus clementissimi nuncupatus qui in choro ecclesia N. missas et horas solent decantare : de indulgentia 7 annus, fiat de 3 annus 4. december 59 S 525 267r. Mag. civis, proconsules, consules et habitatores civitas N. necnon opidani opidum Ciczen. Nuemburgensis diocesis et subditi episcopatus Nuemburgensis : de confirmare articulos de iudicio vetito inhibendo quos Fridericus Romanorum Imperator dum in Romanorum Rex electus esset in opidum Franckforden. Maguntinae diocesis necnon alius terris dum in Romanorum Imperator creatus foret edidit 26. februarius 1463 S 561 236rs., V 512 208rss.",10804669-2
8,4732,0,"Paulus Buse decretum doctor , prepositus ecclesia sancti Mauricii in Hallis canonicus regularis ordo sancti Augustini Magdeburgensis diocesis",,10804732-0
8,4732,1,,de incorporatio mense prepositura 40 marca argenti parochialis ecclesia in Salgast dictus diocesis de iuris patronatus dominus de Anhalt 4 marca argenti 24. iulius 1459 S 520 91vs.,10804732-1
8,4732,2,,de indulgentia 7 annus cum licentia deputatus confessor 17. december 1461 S 548 54rss.,10804732-2
8,5423,0,Tangermunde,,10805423-0
8,5423,1,,Capel. beatus Marie extra opidum T. Halberstadensis diocesis de iuris patronatus marchionis Brandenburgensis ad quam Fredericus iunior marchio Brandenburgensis singularem gerit devotionis affectum : indulgentia 7 annus 3. november 1459 L 560 203vs.,10805423-1
8,5719,0,Uszleuben,,10805719-0
8,5719,1,,Hosp. opidum U. Halberstadensis diocesis sub vocabulo beatus Katherine virgo per Margaretam comitissam in Manszfelt constructum in dominio temporalis dicti comes situm : supplicare Gunthero comes in Manszfelt presens in Romana curia de indulgentia nominatio et confirmatio statutorum 28. maius 1464 S 574 49vss.,10805719-1
8,5760,0,Weymelburg,,10805760-0
8,5760,1,,"Abb. etc. monasterium sanctus Ciriaci in W. ordo sancti Benedicti Halberstadensis diocesis in quo olim 24 monachus cum abbas, nunc vix 4 se substentare possunt : de indulgentia in diversis festis ad 7 annus, fiat in 2 festis ad 20 annus 24. october 1458 S 513 284vs.",10805760-1
9,419,0,Barbi,,10900419-0
9,419,1,,Eccl. domus beatus Marie et sanctus Francisci ordo frater minor B. Magdeburgensis diocesis : indulgentia 7 annus 3. ianuarius 1469 L 671 291r.,10900419-1
9,528,0,Berokow,,10900528-0
9,528,1,,Capel. beatus Marie loci de B. Zwerinensis diocesis supplicatio Wernero episcopus Zwerinensis et Jaspero de Verdis rector parochialis ecclesia dictus loci: de indulgentia 7 annus 14. december 1468 S 634 211vs.,10900528-1
9,589,0,Borsendorff,,10900589-0
9,589,1,,"Capel. beatus Marie virgo in villa B. Misnensis diocesis : de indulgentia 3 annus 21. maius 1467 S 611 172vs, L 654 51rs.",10900589-1
9,597,0,Broda,,10900597-0
9,597,1,,"Capel. sanctus Crucis in monasterium B. ordo Premonstratensium Havelbergensis diocesis quod ab Ulrico duce Magnopolen. pro sua et progenitorum salute de novo fundare fuit: supplicare dictus duce de indulgentia 10 annus, Fiat de 5 annus, item monasterium B. ut supra per guerras ducum Stetinen. restaurandum: supplicare dictus duce de indulgentia 10 annus, Fiat de 7 annus 27. aprilis 1470 S 655 229r-230v.",10900597-1
9,730,0,Colditz Colnitz,,10900730-0
9,730,1,,"Par. ecclesia in C. Misnensis diocesis in qua Petrus Swabe monetarius < Margerite> ducisse Saxonie laicus dictus diocesis quandam crucem cum imagine Jesu Cristi crucifixi ad altare sanctus Egidii donavit: de indulgentia 5 annus 15. maius 1467 S 609 233rs, L 654 137rs.",10900730-1
9,1004,0,Deben,,10901004-0
9,1004,1,,"Par. ecclesia beati Petri et Pauli apostoli in D. Misnensis diocesis : de indulgentia 5 annus 8. september 1467 S 614 66v, L 655 313rs.",10901004-1
9,1057,0,Dragenicz,,10901057-0
9,1057,1,,"Eccl. sanctus Pangratii et sanctus Crucis in D. que filialis parochialis ecclesia sancti Nicolai in Lisnigk Misnensis diocesis existit: de indulgentia 5 annus 7. october 1466 S 601 230rs, L 646 108v.",10901057-1
9,1746,0,Halla Alle,,10901746-0
9,1746,1,,Prep. et conventus monasterium sanctus Mauricii opidum Halle ordo sancti Augustini Magdeburgensis diocesis : de indulgentia 5 annus  3. november 1466  S 602 199r.,10901746-1
9,1746,2,,Prep. et conventus monasterium sanctus Mauricii opidum Halle ordo sancti Augustini Magdeburgensis diocesis .,10901746-2
9,1746,3,,"Proconsules, consules et universitas opidum H. Magdeburgensis diocesis inter alias referentes quod iuxta statuta municipalia dictus opidum stant iuri coram prepositus monasterium Novi operis extra muros dictus opidum ordo sancti Augustini archidiaconatus tamquam iudice competenti, quod compelluntur sepenumero a frigraviis et scabinis ac delegatis iudicii vetiti sive secreti in Westfalia : de confirmatio privilegiorum capitulorum super iurisdictione  25. martius 1469  S 640 62vss, manus V 534 240r-242v .",10901746-3
9,1746,4,,"Proconsules, consules et universitas opidum H. Magdeburgensis diocesis portata fuit ad componendum ad [Petrum] episcopus Tirasonen. bulla super indulto quod non teneantur trahi ad vetita iudicia  7. maius 1470  T 11 177v .",10901746-4
9,1746,5,,"Proconsules, consules et universitas opidum H. Magdeburgensis diocesis restitutio bulle ut supra cum confirmatio privilegiorum pontificum et imperialis  8. maius 1470  A 18 231r.",10901746-5
9,1835,0,Henricus Bentzin Bontzin rector parochialis ecclesia sancti Jacobi Rostockcen. Zwerinensis diocesis cui ad petitionem Henrici senior ducis Magnopolen. collatoris pro dictus ecclesia indulgentia 7 annus concedere fuit,,10901835-0
9,1835,1,,"de conficiendus littere cum clausula quod dictus H. 2 vel 3 personas secularis vel religiosus iniungere possit, Conc. cum consensu ordinarius  18. aprilis 1465  S 580 77vs .",10901835-1
9,1835,2,,clericus Caminensis diocesis: de nova provisio de perpetuus sine cura beneficium in parochialis ecclesia opidum Wysbu Lincopen. diocesis de iuris patronatus laicalis 4 marca argenti vacante per resignationem Heinrici Talnen clericus Lubicensis 16. maius 1465  S 580 220rs .,10901835-2
9,1835,3,,presbiter Caminensis diocesis perpetuus vicarius in parochialis ecclesia beatus Marie opidum Rostoccen. Zwerinensis diocesis: de perpetuus sine cura vicaria in dictus ecclesia de iuris patronatus laicalis 3 marca vacaturus per resignatio Hermanni Bruekman et de dispensatio ut unacum dictus vicaria predictam sine cura vicaria 4 marca argenti quam obtinet retinere valeat 4. iunius 1465  S 581 249vs .,10901835-3
9,1835,4,,remissio plenarius  26. iunius 1465  L 613 286v .,10901835-4
9,1835,5,,"Henrici ducis Magnopolen. secretarius : de dispensatio ad 2 incompatibilis beneficium, Et de parochialis ecclesia ad 3 annus  4. februarius 1467  S 614 347rs .",10901835-5
9,1835,6,,de nova provisio de canonicatus et prebenda ecclesia Lubicensis 4 marca argenti vacare per dimissio Henrici Bullen succollect. camera apostolicus 11. december 1470  S 662 222rs.,10901835-6
9,2155,0,"Henricus comes in Stolberg et dominus temporalis loci in Werningerode Maguntinensis [!] diocesis qui pro divinis cultibus 150 sexagenas grossorum monete Thuringie quas proconsules opidum Stolberg Maguntinae diocesis dictus comiti annis singulis persolvere tenebantur rectori parochialis ecclesia sancti Martini dictus opidum et 20 perpetuus vicariis in eadem et in capellis hospitalis sanctus Georgii et sanctus Juliane castri necnon sanctus Crucis extra muros ac beatus Marie in nova civitas dictus opidum et 6 choralibus in dictus ecclesia 3 partes rectori et 27 suo capellanus, vicariis et choralibus donavit",,10902155-0
9,2155,1,,"de confirmatio et approbatio littere desuper confectas 12. september 1465 S 585 224vss, mandatum L 614 78vss.",10902155-1
9,2155,2,,"de indulgentia 10 annus pro capella sanctus Juliane in castro opidum Stolberg, Conc. 3 annus 12. september 1465 S 585 224vss.",10902155-2
9,2155,3,,"de licentia erigere domum ordo frater minor sub regulari observantia provincie Saxonie in aliquo loco congruenti et honesto intra vel extra opidum de Stolbergh Maguntinae diocesis, de Wernigerode Halberstadensis diocesis , etiam iuxta aliquam ecclesia vel sine cura capellam 5. aprilis 1469 S 641 275rs.",10902155-3
9,2155,4,,facultas erigendi domus pro usu et habitatione fratrum ordo minor in opidum Stalerberg Maguntinensis [diocesis] I 331 161v.,10902155-4
9,2155,5,,"de indulgentia 10 annus pro parochialis ecclesia opidum Stalberge Maguntinae diocesis, Fiat 7 annus, item qui et sui progenitores quandam capella in parochialis ecclesia in Stalberge in honorem sancti Dionisii et Georgii, sanctus Catherine et alius sancti de novo erexerunt: de indulgentia 10 annus, Fiat 7 annus, item de indulgentia 10 annus pro parochialis ecclesia opidum Stalberge, Heringen et Kelebra Maguntinae diocesis et pro collegiata ecclesia in Wernigerode Halberstadensis diocesis, Fiat 7 annus, item qui quandam capella in opidum Staleberge in honorem beatus Marie virgo gloriose de novo erexit et fundare: de indulgentia 10 annus, Fiat 7 annus, item de indulgentia 10 annus in festo 10000 martir pro parochialis ecclesia in Staleberge et collegiata ecclesia in Wernigerode ut supra, Fiat 7 annus 5. aprilis 1469 S 642 113v-115r.",10902155-5
9,3474,0,Johannes comes in Mulinghen et Quinterus comes in Mulinghen et dominus in Berbey genitor,,10903474-0
9,3474,1,,"de confessio et de remissio plenarius , item de altare portatile , item de lacticiniis, item de indulgentia 7 annus pro ecclesia domus beatus Marie et sanctus Francisci in Barbee ordo frater minor Magdeburgensis diocesis in qua dicti comes sepulture existunt 9. ianuarius 1469 S 635 169v-171v.",10903474-1
9,4226,0,Lisnigk,,10904226-0
9,4226,1,,"Par. ecclesia sancti Nicolai in L. Misnensis diocesis : de indulgentia 5 annus 7. october 1466 S 602 4vs, L 636 213vs.",10904226-1
9,5330,0,Pritzwalk,,10905330-0
9,5330,1,,"Par. ecclesia opidum P. Havelbergensis diocesis : supplicare Friderico marchione Brandenburgensis necnon burgemagistro, consulibus et universitate dictus opidum in dominio dictus marchionis qui in dictus opidum de consensu ordinarii loci de bonis suis novam parochialis ecclesia construi fecerunt de indulgentia 10 annus 5. maius 1468 S 624 198vs.",10905330-1
9,5330,2,,"Op. P. Havelbergensis diocesis in temporali dominio Friderici marchionis Brandenburgensis consistens sepissime ex minimis et parvis causis ecclesiasticus interdicto auctoritas ordinarius suppositum: supplicare dictus marchione de concessio ut in dictus causis divina exerceri possint acsi sententia et censure minime emanavissent 9. aprilis 1465 S 580 70vss, L 614 263rss.",10905330-2
9,5381,0,Riddermanshanghem,,10905381-0
9,5381,1,,"Par. ecclesia beatus Marie virgo et alius sancti in R. Zwerinensis diocesis : supplicatio Ulrico duce Magnopolen. de indulgentia 10 annus, Fiat de 5 annus 27. aprilis 1470 S 655 229r-230v.",10905381-1
9,5679,0,Strelicze,,10905679-0
9,5679,1,,"Par. ecclesia in S. Havelbergensis diocesis : supplicatio Ulrico duce Magnopolen. de indulgentia 10 annus, Fiat 7 annus 27. aprilis 1470 S 655 229r-230v.",10905679-1
9,5684,0,Sunnenwald,,10905684-0
9,5684,1,,Par. ecclesia in S. Misnensis diocesis : supplicatio barone ac capitaneis marchionatus Lusacie de indulgentia 7 annus 29. aprilis 1469 S 641 294v.,10905684-1
9,5702,0,Temptzyn,,10905702-0
9,5702,1,,Precept. et fratres domus sanctus Antonii in Turonensis ordo sancti Augustini Zwerinensis diocesis : de indulto ut horas canonicus iuxta morem Romana Ecclesia dicere valeant 15. maius 1470 S 656 149r.,10905702-1
9,5702,2,,"Precept. et fratres domus sanctus Antonii in Turonensis ordo sancti Augustini Zwerinensis diocesis domus sanctus Antonii in Turonensis ordo sancti Augustini Zwerinensis diocesis : de indulgentia 7 annus, Conc. de 5 annus 18. maius 1470 S 657 106rs.",10905702-2
9,6104,0,Wernigerad ac Stalberg,,10906104-0
9,6104,1,,Colleg. ecclesia in opidum W. Halberstadensis diocesis ac parochialis ecclesia sancti Martini in opidum S. Maguntinae diocesis in quibus Henricus comes de Stalberg festum in honorem sancti 10000 martir instituit: indulgentia 7 annus 5. aprilis 1469 L 703 177r.,10906104-1
9,6302,0,Czegenhain,,10906302-0
9,6302,1,,"Capel. beatus Marie virgo in villa C. Nuemburgensis diocesis : supplicatio abbas etc. monasterium sanctus Georgii in Bergellen ordo sancti Benedicti Nuemburgensis diocesis cui dictus capella incorporata exstitit de indulgentia 10 annus, Conc. 3 annus 4. februarius 1467 S 607 83vs, L 652 37rss.",10906302-1
