volume,nr_RG,abbreviation,gold,system,verdict,step,candidate_miss,candidates,verdict_once,expansion_once,context
7,432,Cist.,Cisterciensis,Cisterciensium,wrong_form?,step 1 (rule),"","",wrong_form?,Cisterciensium,Abb. etc. mon. o. Cist. Brandenburg. dioc. de transf.
8,2974,Cist.,Cisterciensis,Cisterciensium,wrong_form?,step 1 (rule),"","",wrong_form?,Cisterciensium,in Grunenhain Grunenhayn o. Cist. Nuemburg. dioc. de conf.
4,277,Prem.,Premonstratensis,Premonstratensium,wrong_form?,step 1 (rule),"","",wrong_form?,Premonstratensium,mon. in A. o. Prem. Trever. dioc. ref. sup.
4,6189,Prem.,Premonstratensis,Premonstratensium,wrong_form?,step 1 (rule),"","",wrong_form?,Premonstratensium,can. Razeburg. fr. o. Prem. 13 dec. 1417 DC
6,568,Prem.,Premonstratensis,Premonstratensium,wrong_form?,step 1 (rule),"","",wrong_form?,Premonstratensium,marchione Brandenburg suppressio o. Prem. in d. eccl. cuius
6,568,Prem.,Premonstratensis,Premonstratensium,wrong_form?,step 1 (rule),"","",wrong_form?,Premonstratensium,monte e. m. o. Prem. supplic. Frederico marchione Brandenburg
9,597,Prem.,Premonstratensis,Premonstratensium,wrong_form?,step 1 (rule),"","",wrong_form?,Premonstratensium,in mon. B. o. Prem. Havelberg. dioc. quod ab
5,1601,S.,sacri,Sacrum,wrong_form?,step 1 (rule),"","",wrong_form?,Sacrum,marchione Misnen. ac electore S. R. I. supplic. ad
5,1601,S.,sacri,Sacrum,wrong_form?,step 1 (rule),"","",wrong_form?,Sacrum,marchione Misnen. ac electore S. R. I. supplic. de
5,1954,S.,sacri,Sacrum,wrong_form?,step 1 (rule),"","",wrong_form?,Sacrum,com. Palatinum Reni electores S. R. I. RTA X
5,1954,S.,sacri,Sacrum,wrong_form?,step 1 (rule),"","",wrong_form?,Sacrum,dux Saxonie et elector S. R. I. qui nuper
7,1083,S.,sacri,Sacrum,wrong_form?,step 1 (rule),"","",wrong_form?,Sacrum,rs. Frederici marchionis Brandenburg. S. R. I. electoris secr.
7,2477,S.,sacri,Sacrum,wrong_form?,step 1 (rule),"","",wrong_form?,Sacrum,Brandenburg. Frederico duce Saxonie S. R. I. electore et
2,2411,can.,canonicatuum,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,conc. ius patr. 4 can. et preb. mai. in
4,1307,can.,canonicatu,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,Rosla Magunt. dioc. de can. sub expect. preb. Nuemburg.
4,3100,can.,canonicatuum,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,conc. iuris patron. omn. can. et preb. ad partem
4,3100,can.,canonicatibus,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,de conf. statutorum sup. can. et preb. Nuemburg. Misnen.
4,6189,can.,canonicatu,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,can. Camin. et Gustrowen. can. et mai. preb. eccl.
4,6189,can.,canonicatibus,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,nob. gen. prov. de can. c. reserv. preb. Lubic.
4,6189,can.,canonicatibus,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,L 233 40 de can. s. e. preb. Zwerin.
4,6189,can.,canonicatu,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,DC 4 18 de can. et mai. preb. Zwerin.
4,6189,can.,canonicatibus,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,Henricum Beruorsch n. o. can. et preb. Zwerin. ac
4,6189,can.,canonicatu,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,Bard Zwerin. dioc. c. can. et preb. ac archidiac.
4,6189,can.,canonicatibus,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,et Camin. n. o. can. et min. preb. Zwerin.
4,6189,can.,canonicatibus,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,Dyminen. in eccl. Camin. can. et mai. preb. Camin.
4,6189,can.,canonicatu,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,de archidiac. Dyminen. ac can. et preb. Camin. vac.
4,6189,can.,canonicatu,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,min. preb. Zwerin. de can. et mai. preb. Zwerin.
4,6189,can.,canonicatibus,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,Berwisch cler. n. o. can. et preb. Zwerin. et
4,6189,can.,canonicatibus,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,Roggentin Roggetin n. o. can. et min. preb. Camin.
4,6189,can.,canonicatibus,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,c. capella in Kentze can. Camin. et Gustrowen. can.
4,6189,can.,canonicatu,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,s. Ottonis Stetinen. Camin. can. et min. preb. Zwerin.
4,6189,can.,canonicatu,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,Bard Zwerin. dioc. c. can. et preb. ac archidiac.
4,6189,can.,canonicatibus,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,Radolphi Spitman n. o. can. et min. preb. Camin.
4,6189,can.,canonicatibus,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,Alberti Kregenberg n. o. can. et preb. Camin. Zwerin.
4,6189,can.,canonicatu,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,conf. gr. n. o. can. et preb. eccl. Gustrowen.
4,6189,can.,canonicatibus,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,Lamberti Rogentin n. o. can. et min. preb. Camin.
4,8386,can.,canonicatu,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,eccl. Magdeburg. lite sup. can. et preb. in eccl.
4,8386,can.,canonicatu,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,dioc. certis protestationibus sup. can. et mai. preb. eccl.
4,8386,can.,canonicatu,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,et Magunt. dioc. ac can. et mai. preb. eccl.
4,8386,can.,canonicatu,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,assec. est prov. de can. et mai. preb. Magdeburg.
4,8386,can.,canonicatu,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,Ernestum Aurifabri cler. sup. can. et preb. eccl. s.
4,8386,can.,canonicatum,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,v. m. induci in can. et mai. preb. Magdeburg.
4,8386,can.,canonicatu,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,Magdeburg. servitor forrarie de can. et mai. preb. eccl.
4,8386,can.,canonicatibus,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,2 202 prov. de can. c. reserv. preb. Lubic.
4,8386,can.,canonicatum,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,v. m. induci in can. et mai. preb. Magdeburg.
4,8386,can.,canonicatu,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,Nuemburg. dioc. lite sup. can. et preb. Magdeburg. ac
4,8386,can.,canonicatu,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,Magunt. dioc. prov. de can. et preb. eccl. b.
4,8386,can.,canonicatu,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,v. de prorog. sup. can. et mai. preb. ac
5,7372,can.,canonicatum,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,Stoube Stoybe papa univit can. et maior. preb. d.
5,7372,can.,canonicatum,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,Stoube Stoybe papa univit can. et maior. preb. d.
7,1083,can.,canonicatibus,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,Halberstad. et Magdeburg. eccl. can. et preb. 6 et
7,1083,can.,canonicatu,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,12 m. arg. ac can. et preb. litig. in
9,1835,can.,canonicatu,canonicatus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,de nova prov. de can. et preb. eccl. Lubic.
9,5702,can.,canonicas,canonicus,wrong_form?,step 2 (candidates),no,canonicatus; canonicus; canonissa,not_expanded,can.,de indulto ut horas can. iuxta morem R. E.
4,2980,conc.,concessi,concessio,wrong_form?,step 2 (candidates),no,concedere; concessio,not_expanded,conc.,258 de conf. indulti conc. p. H. card. s.
5,885,conc.,concessi,concessio,wrong_form?,step 2 (candidates),no,concedere; concessio,not_expanded,conc.,a Sigismundo R. I. conc. et a Martino V.
5,885,conf.,confirmati,confirmatio,wrong_form?,step 2 (candidates),no,confirmare; confirmatio,not_expanded,conf.,et a Martino V. conf. 26 iun. 1436 S
4,14862,conserv.,conservatoria,conservator,wrong_form?,step 2 (candidates),no,conservare; conservator; conservatoria,not_expanded,conserv.,confess. interd. esu carnium conserv. pro prep. etc. eccl.
4,14862,conserv.,conservatoria,conservator,wrong_form?,step 2 (candidates),no,conservare; conservator; conservatoria,not_expanded,conserv.,in hospitio d. marchionis conserv. pro suprad. eccl. iure
2,370,dom.,domo,domus,wrong_form?,step 2 (candidates),no,dominus; domus,not_expanded,dom.,cistas in eccl. mai. dom. fr. herem. s. Aug.
2,370,indulg.,indulgentie,indulgentia,wrong_form?,step 2 (candidates),no,indulgentia; indulgere,not_expanded,indulg.,cives civ. Magdeburg. conc. indulg. iubilei visitantibus eccl. mai.
2,370,indulg.,indulgentie,indulgentia,wrong_form?,step 2 (candidates),no,indulgentia; indulgere,not_expanded,indulg.,can. Magdeburg. qui ratione indulg. iubilei contra ordinationem pape
4,10537,indulg.,indulgentiarum,indulgentia,wrong_form?,step 2 (candidates),no,indulgentia; indulgere,not_expanded,indulg.,dioc. revoc. de novo indulg. 27 sept. 1425 V
5,981,indulg.,indulgentiam,indulgentia,wrong_form?,step 2 (candidates),no,indulgentia; indulgere,not_expanded,indulg.,indigens cui Martinus V. indulg. conc. de uberiori indulg.
5,9465,indulg.,indulgentias,indulgentia,wrong_form?,step 2 (candidates),no,indulgentia; indulgere,not_expanded,indulg.,aliis epp. approbaverunt et indulg. diversas conc. ex quo
5,9465,indulg.,indulgentias,indulgentia,wrong_form?,step 2 (candidates),no,indulgentia; indulgere,not_expanded,indulg.,aliis epp. approbaverunt et indulg. diversas conc. ex quo
8,2974,indulg.,indulgentiarum,indulgentia,wrong_form?,step 2 (candidates),no,indulgentia; indulgere,not_expanded,indulg.,de conf. et exten. indulg. a Bonifatio par. eccl.
5,7372,litt.,litterarum,littere,wrong_form?,step 1 (rule),"","",wrong_form?,littere,dioc. executor autem d. litt. unionis Johannes Radulphi Rudolphi
5,7372,litt.,litteras,littere,wrong_form?,step 1 (rule),"","",wrong_form?,littere,m. arg. p. p. litt. Johannis Radulphi de Clivis
5,7372,litt.,litterarum,littere,wrong_form?,step 1 (rule),"","",wrong_form?,littere,dioc. executor autem d. litt. unionis Johannes Radulphi Rudolphi
9,2155,litt.,litteras,littere,wrong_form?,step 1 (rule),"","",wrong_form?,littere,de conf. et approb. litt. desup. confectas 12 sept.
4,3100,mart.,martii,martius,wrong_form?,step 2 (candidates),no,martir; martius,not_expanded,mart.,sine licentia alicuius 9 mart. 1421 S 151 21
4,6193,mart.,martii,martius,wrong_form?,step 2 (candidates),no,martir; martius,not_expanded,mart.,dioc. de indulg. 9 mart. 1427 S 208 215
4,8386,mart.,martii,martius,wrong_form?,step 2 (candidates),no,martir; martius,not_expanded,mart.,initio assumptionis pape 17 mart. 1427 S 208 297
5,1601,mart.,martii,martius,wrong_form?,step 2 (candidates),no,martir; martius,not_expanded,mart.,supplic. de indulg. 23 mart. 1435 S 303 189
5,7397,mart.,martii,martius,wrong_form?,step 2 (candidates),no,martir; martius,not_expanded,mart.,cadat sub expect. 31 mart. 1435 S 303 299
5,7397,mart.,martii,martius,wrong_form?,step 2 (candidates),no,martir; martius,not_expanded,mart.,cadat sub expect. 31 mart. 1435 S 303 299
6,126,mart.,martiris,martir,wrong_form?,step 2 (candidates),no,martir; martius,not_expanded,mart.,rs. eccl. s. Georgii mart. in op. Nuemburg. dioc.
6,126,mart.,martiris,martir,wrong_form?,step 2 (candidates),no,martir; martius,not_expanded,mart.,Aldenburg eccl. s. Georgii mart. in op. Nuemburg. dioc.
6,427,mart.,martii,martius,wrong_form?,step 2 (candidates),no,martir; martius,not_expanded,mart.,relax. 5 an. 2 mart. 1451 S 449 126
6,922,mart.,martiris,martir,wrong_form?,step 2 (candidates),no,martir; martius,not_expanded,mart.,s. Dorothee virg. et mart. Misnen. dioc. supplic. Frederico
6,4628,mart.,martii,martius,wrong_form?,step 2 (candidates),no,martir; martius,not_expanded,mart.,relax. 1 an. 15 mart. 1453 L 482 101
6,5255,mart.,martii,martius,wrong_form?,step 2 (candidates),no,martir; martius,not_expanded,mart.,est honesta T. 8 mart. 1449 S 434 97
6,5255,mart.,martii,martius,wrong_form?,step 2 (candidates),no,martir; martius,not_expanded,mart.,de 5 an. 8 mart. 1449 S 434 97
6,5255,mart.,martii,martius,wrong_form?,step 2 (candidates),no,martir; martius,not_expanded,mart.,de litt. conserv. 8 mart. 1449 S 434 97
8,4669,mart.,martii,martius,wrong_form?,step 2 (candidates),no,martir; martius,not_expanded,mart.,de legit. matrim. 24 mart. 61 S 537 226
8,4669,mart.,martii,martius,wrong_form?,step 2 (candidates),no,martir; martius,not_expanded,mart.,ad 20 an. 24 mart. 1461 S 537 226
9,1746,mart.,martii,martius,wrong_form?,step 2 (candidates),no,martir; martius,not_expanded,mart.,capitulorum sup. iurisdictione 25 mart. 1469 S 640 62
9,2155,mart.,martirum,martir,wrong_form?,step 2 (candidates),no,martir; martius,not_expanded,mart.,an. in festo 10000 mart. pro par. eccl. in
9,6104,mart.,martirum,martir,wrong_form?,step 2 (candidates),no,martir; martius,not_expanded,mart.,in honorem ss. 10000 mart. instituit indulg. 7 an.
8,4104,martir.,martiris,martir,wrong_form?,step 1 (rule),"","",wrong_form?,martir,virg. et s. Georgii martir. castri M. Halberstad. dioc.
8,4669,martir.,martiris,martir,wrong_form?,step 1 (rule),"","",wrong_form?,martir,etc. mon. s. Thome martir. N. dioc. conf. sent.
3,1990,o.,obstantibus,obstante,wrong_form?,step 2 (candidates),no,obitus; obligatio; obstante; obstantibus; ordo,not_expanded,o.,Stendal Halberstad. dioc. n. o. statut. eccl. d. 5
4,6189,o.,obstantibus,obstante,wrong_form?,step 2 (candidates),no,obitus; obligatio; obstante; obstantibus; ordo,not_expanded,o.,Alberti Kregenberch script. n. o. min. preb. in eccl.
4,6189,o.,obstantibus,obstante,wrong_form?,step 2 (candidates),no,obitus; obligatio; obstante; obstantibus; ordo,not_expanded,o.,Berwisch cler. Halberstad. n. o. par. eccl. op. in
4,6189,o.,obstantibus,obstante,wrong_form?,step 2 (candidates),no,obitus; obligatio; obstante; obstantibus; ordo,not_expanded,o.,disp. sup. incompat. n. o. par. eccl. in Bard
4,6189,o.,obstantibus,obstante,wrong_form?,step 2 (candidates),no,obitus; obligatio; obstante; obstantibus; ordo,not_expanded,o.,Henricum Berwisch cler. n. o. can. et preb. Zwerin.
4,6189,o.,obstantibus,obstante,wrong_form?,step 2 (candidates),no,obitus; obligatio; obstante; obstantibus; ordo,not_expanded,o.,Lamberti Roggentin Roggetin n. o. can. et min. preb.
4,6189,o.,obstantibus,obstante,wrong_form?,step 2 (candidates),no,obitus; obligatio; obstante; obstantibus; ordo,not_expanded,o.,de conf. gr. n. o. can. et preb. eccl.
4,6189,o.,obstantibus,obstante,wrong_form?,step 2 (candidates),no,obitus; obligatio; obstante; obstantibus; ordo,not_expanded,o.,contra Henricum Beruorsch n. o. can. et preb. Zwerin.
4,6189,o.,obstantibus,obstante,wrong_form?,step 2 (candidates),no,obitus; obligatio; obstante; obstantibus; ordo,not_expanded,o.,o. Radolphi Spitman n. o. can. et min. preb.
4,6189,o.,obstantibus,obstante,wrong_form?,step 2 (candidates),no,obitus; obligatio; obstante; obstantibus; ordo,not_expanded,o.,o. Nicolai Roden n. o. par. eccl. in Bardis
4,6189,o.,obstantibus,obstante,wrong_form?,step 2 (candidates),no,obitus; obligatio; obstante; obstantibus; ordo,not_expanded,o.,o. Lamberti Rogentin n. o. can. et min. preb.
4,6189,o.,obstantibus,obstante,wrong_form?,step 2 (candidates),no,obitus; obligatio; obstante; obstantibus; ordo,not_expanded,o.,Lubic. et Camin. n. o. can. et min. preb.
4,6189,o.,obstantibus,obstante,wrong_form?,step 2 (candidates),no,obitus; obligatio; obstante; obstantibus; ordo,not_expanded,o.,res. Alberti Kregenberg n. o. can. et preb. Camin.
4,8386,o.,obstante,obstantibus,wrong_form?,step 2 (candidates),no,obitus; obligatio; obstante; obstantibus; ordo,not_expanded,o.,Knust apud curiam n. o. vicar. in eccl. Magdeburg.
4,8386,o.,obstante,obstantibus,wrong_form?,step 2 (candidates),no,obitus; obligatio; obstante; obstantibus; ordo,not_expanded,o.,de Redekin collect. n. o. vicar. in eccl. Magdeburg.
2,7601,omn.,omnium,omnes,wrong_form?,step 1 (rule),"","",wrong_form?,omnes,Brandenburg. dioc. eccl. capella omn. SS. nunc. indulg. 19
4,1399,omn.,omnium,omnes,wrong_form?,step 1 (rule),"","",wrong_form?,omnes,Anne Andree ap. ac omn. SS. in capella castri
4,3100,omn.,omnium,omnes,wrong_form?,step 1 (rule),"","",wrong_form?,omnes,de conc. iuris patron. omn. can. et preb. ad
3,1990,ordin.,ordinaria,ordinarius,wrong_form?,step 2 (candidates),no,ordinare; ordinaria; ordinarius,not_expanded,ordin.,de exemtione a iurisdict. ordin. cum reserv. iuris patron.
8,4104,pleban.,plebania,plebanus,wrong_form?,step 2 (candidates),no,plebanatus; plebania; plebanus,not_expanded,pleban.,Par. eccl. capel. sive pleban. nunc. b. Marie virg.
4,1307,presb.,presbytero,presbiter,wrong_form?,step 1 (rule),"","",wrong_form?,presbiter,p. pro Frederico Clepe presb. plebano in Rosla Magunt.
4,6189,presb.,presbiterum,presbiter,wrong_form?,step 1 (rule),"","",wrong_form?,presbiter,dioc. qui Conradum Bonow presb. prothon. ad concilium Constant.
4,6189,presb.,presbitero,presbiter,wrong_form?,step 1 (rule),"","",wrong_form?,presbiter,quod satisfaciat Conrado Ryke presb. Roskild. dioc. cuius bona
4,6189,presb.,presbiterum,presbiter,wrong_form?,step 1 (rule),"","",wrong_form?,presbiter,eo amoto Johannem Wunstorp presb. Lubic. item in dioc.
4,8386,presb.,presbiterum,presbiter,wrong_form?,step 1 (rule),"","",wrong_form?,presbiter,contra Borchardum de Steynbeke presb. Magunt. et Johannem Ritter
4,8386,presb.,presbiterum,presbiter,wrong_form?,step 1 (rule),"","",wrong_form?,presbiter,Czusk et Albertum Stoghusen presb. 24 apr. 1425 S
4,8386,presb.,presbiteri,presbiter,wrong_form?,step 1 (rule),"","",wrong_form?,presbiter,ad ius Arnoldi Sartoris presb. Nuemburg. ad par. eccl.
5,6319,presb.,presbiteri,presbiter,wrong_form?,step 1 (rule),"","",wrong_form?,presbiter,Condulmari tit. s. Clementis presb. card. vicecancellarii perp. altarista
5,7397,presb.,presbiteri,presbiter,wrong_form?,step 1 (rule),"","",wrong_form?,presbiter,de conf. Alberti Suho presb. Osnaburg. rect. off. organorum
8,4669,presb.,presbiterorum,presbiter,wrong_form?,step 1 (rule),"","",wrong_form?,presbiter,329 149 v. Fraternitas presb. et cler. clementissimi nunc.
4,1309,reg.,regularium,regularis,wrong_form?,step 2 (candidates),no,regula; regularis,not_expanded,reg.,s. Johannis ev. can. reg. Halberstad. dioc. de indulg.
8,4732,reg.,regularium,regularis,wrong_form?,step 2 (candidates),no,regula; regularis,not_expanded,reg.,Mauricii in Hallis can. reg. o. s. Aug. Magdeburg.
9,1835,relig.,religiosas,religiosus,wrong_form?,step 2 (candidates),no,religio; religiosus,not_expanded,relig.,3 personas sec. vel relig. iniungere possit Conc. c.
5,1601,sec.,seculares,secularis,wrong_form?,step 1 (rule),"","",wrong_form?,secularis,lic. quod ipse rector sec. presbb. pro audiendis confess.
8,547,sec.,seculares,secularis,wrong_form?,step 1 (rule),"","",wrong_form?,secularis,et conf. quod scol. sec. processiones ac stationes in
9,1835,sec.,seculares,secularis,wrong_form?,step 1 (rule),"","",wrong_form?,secularis,2 vel 3 personas sec. vel relig. iniungere possit
5,1954,Basil.,Basiliensis,Basileensis,wrong_word,step 1 (rule),"","",wrong_word,Basileensis,copiam revocationis transl. concil. Basil. ad civit. Bononien. et
5,6313,Basil.,Basiliensi,Basileensis,wrong_word,step 1 (rule),"","",wrong_word,Basileensis,concil. ecumenici de civit. Basil. ad civit. Ferrarien. mandaturque
2,370,Magunt.,Maguntinos,Maguntinensis,wrong_word,step 1 (rule),"","",wrong_word,Maguntinensis,Ludovicum et Adolfum aep. Magunt. facta a Cristiano ep.
2,370,Magunt.,Maguntino,Maguntinensis,wrong_word,step 1 (rule),"","",wrong_word,Maguntinensis,quond. Ludovico Magdeburg. tunc Magunt. aep. Balthasari. Thuringiae landgravio
8,4669,R.,regem,Rex,wrong_word,step 1 (rule),"","",wrong_word,Rex,I. dum in R. R. el. esset in op.
4,10537,Reval.,Revalensis,Revaliensis,wrong_word,step 1 (rule),"","",wrong_word,Revaliensis,Marie v. et Birgitte Reval. dioc. ac mon. in
4,10537,Reval.,Revalensis,Revaliensis,wrong_word,step 1 (rule),"","",wrong_word,Revaliensis,Marie v. et Birgitte Reval. dioc. ac mon. in
4,10537,Reval.,Revalensis,Revaliensis,wrong_word,step 1 (rule),"","",wrong_word,Revaliensis,sub regula s. Brigitte Reval. Razeburg. et Zwerin. ac
4,10537,Reval.,Revalensis,Revaliensis,wrong_word,step 1 (rule),"","",wrong_word,Revaliensis,Marie v. et Birgitte Reval. dioc. ac mon. in
4,10537,Reval.,Revalensis,Revaliensis,wrong_word,step 1 (rule),"","",wrong_word,Revaliensis,Marie v. et Birgitte Reval. dioc. ac mon. in
4,10537,Reval.,Revalensis,Revaliensis,wrong_word,step 1 (rule),"","",wrong_word,Revaliensis,Mariewold Razeburg. dioc. monasteria Reval. dioc. o. s. Aug.
4,6189,abbrev.,abbreviatoris,litterarum apostolicarum abbreviator,wrong_word,step 2 (candidates),yes,litterarum apostolicarum abbreviator,not_expanded,abbrev.,Krekenborch Creyemberg script. et abbrev. ac p. o. Johannis
4,6189,acc.,acceptavit,acceptatio,wrong_word,step 2 (candidates),no,acceptare; acceptatio; acceptus; accipere,not_expanded,acc.,Bardis Zwerin. dioc. quam acc. ad present. Wartislai ducis
5,7397,acc.,acceptare,accipere,wrong_word,step 2 (candidates),no,acceptare; acceptatio; acceptus; accipere,not_expanded,acc.,benef. in d. eccl. acc. val. quousque d. unio
2,5209,ap.,apostolorum,apostolicus,wrong_word,step 2 (candidates),yes,apostolicus,not_expanded,ap.,regum necnon bb. XII ap. ac X mil. martirum
4,1399,ap.,apostoli,apostolicus,wrong_word,step 2 (candidates),yes,apostolicus,not_expanded,ap.,Marie conceptionis Anne Andree ap. ac omn. SS. in
6,568,ap.,apostoli,apostolicus,wrong_word,step 2 (candidates),yes,apostolicus,not_expanded,ap.,par. eccl. ss. Mathie ap. et Godehardi civit. supplic.
6,5322,appl.,applicata,apostoli,wrong_word,step 1 (rule),"","",wrong_word,apostoli,ss. Petri et Pauli appl. dom. o. fr. pred.
6,5322,appl.,applicata,apostoli,wrong_word,step 1 (rule),"","",wrong_word,apostoli,ss. Petri et Pauli appl. dom. o. fr. pred.
5,6853,approb.,approbet,approbatio,wrong_word,step 2 (candidates),no,approbare; approbatio,not_expanded,approb.,100 fl. d. mon. approb. conc. si in evidentem
4,6189,archidiac.,archidiaconatu,archidiaconus,wrong_word,step 1 (rule),"","",wrong_word,archidiaconus,Camin. dioc. lite sup. archidiac. Stolpen. in eccl. Camin.
4,6189,archidiac.,archidiaconatus,archidiaconus,wrong_word,step 1 (rule),"","",wrong_word,archidiaconus,mai. preb. Camin. ac archidiac. Dyminen. in d. eccl.
4,6189,archidiac.,archidiaconatu,archidiaconus,wrong_word,step 1 (rule),"","",wrong_word,archidiaconus,in Bard Zwerin. dioc. archidiac. Stolpen. in eccl. Camin.
4,6189,archidiac.,archidiaconatus,archidiaconus,wrong_word,step 1 (rule),"","",wrong_word,archidiaconus,et preb. Camin. ac archidiac. Dyminen. in eccl. Camin.
4,6189,archidiac.,archidiaconatus,archidiaconus,wrong_word,step 1 (rule),"","",wrong_word,archidiaconus,can. et preb. ac archidiac. Diminen. in eccl. Camin.
4,6189,archidiac.,archidiaconatu,archidiaconus,wrong_word,step 1 (rule),"","",wrong_word,archidiaconus,can. et preb. ac archidiac. Dyminen. in eccl. Camin.
4,6189,archidiac.,archidiaconatus,archidiaconus,wrong_word,step 1 (rule),"","",wrong_word,archidiaconus,18 v. de conf. archidiac. Stolpen. in eccl. Camin.
4,6189,archidiac.,archidiaconatu,archidiaconus,wrong_word,step 1 (rule),"","",wrong_word,archidiaconus,in Bard Zwerin. dioc. archidiac. Dyminen. in eccl. Camin.
4,6189,archidiac.,archidiaconatu,archidiaconus,wrong_word,step 1 (rule),"","",wrong_word,archidiaconus,Zwerin. dioc. lite sup. archidiac. Stolpen. in eccl. Camin.
4,6189,archidiac.,archidiaconatu,archidiaconus,wrong_word,step 1 (rule),"","",wrong_word,archidiaconus,prov. si neutri de archidiac. Dyminen. ac can. et
4,6189,archidiac.,archidiaconatu,archidiaconus,wrong_word,step 1 (rule),"","",wrong_word,archidiaconus,can. et preb. ac archidiac. Dyminen. eccl. Camin. vac.
9,1746,archidiac.,archidiacono,archidiaconatus,wrong_word,step 1 (rule),"","",wrong_word,archidiaconatus,op. o. s. Aug. archidiac. tamquam iudice competenti quod
4,8386,assec.,assecutionem,assecutus,wrong_word,step 2 (candidates),no,assecutio; assecutus,not_expanded,assec.,Patav. dioc. vac. p. assec. can. et sacerd. preb.
7,1083,assec.,assecutionem,assecutus,wrong_word,step 2 (candidates),no,assecutio; assecutus,not_expanded,assec.,m. arg. vac. p. assec. prepos. eccl. colleg. s.
4,6189,c.,cum,cura,wrong_word,step 2 (candidates),no,coniugatus; cum; cura,not_expanded,c.,de disp. sup. incompat. c. par. eccl. in Bard
5,7372,c.,cum,cura,wrong_word,step 2 (candidates),no,coniugatus; cum; cura,not_expanded,c.,de ref. d. revoc. c. exten. signature conc. si
8,4732,c.,cum,cura,wrong_word,step 2 (candidates),no,coniugatus; cum; cura,not_expanded,c.,de indulg. 7 an. c. lic. deput. confess. 17
